"binomial","fb_name"
"Rhinomuraena quaesita","Rhinomuraena quaesita"
"Rhinoptera javanica","Rhinoptera javanica"
"Rhinoptera steindachneri","Rhinoptera steindachneri"
"Rhizoprionodon porosus","Rhizoprionodon porosus"
"Rhizoprionodon terraenovae","Rhizoprionodon terraenovae"
"Rhomboplites aurorubens","Rhomboplites aurorubens"
"Rhombosolea tapirina","Rhombosolea tapirina"
"Rhycherus filamentosus","Rhycherus filamentosus"
"Rhynchobatus australiae","Rhynchobatus australiae"
"Rhynchobatus djiddensis","Rhynchobatus djiddensis"
"Rhynchostracion nasus","Rhynchostracion nasus"
"Richardsonichthys leucogaster","Richardsonichthys leucogaster"
"Risor ruber","Risor ruber"
"Rogadius serratus","Rogadius serratus"
"Ruanoho whero","Ruanoho whero"
"Rutilus rutilus","Rutilus rutilus"
"Ruvettus pretiosus","Ruvettus pretiosus"
"Rypticus bicolor","Rypticus bicolor"
"Rypticus bistrispinus","Rypticus bistrispinus"
"Rypticus carpenteri","Rypticus carpenteri"
"Rypticus nigripinnis","Rypticus nigripinnis"
"Rypticus saponaceus","Rypticus saponaceus"
"Rypticus subbifrenatus","Rypticus subbifrenatus"
"Salangichthys microdon","Salangichthys microdon"
"Salarias alboguttatus","Salarias alboguttatus"
"Salarias ceramensis","Salarias ceramensis"
"Salarias fasciatus","Salarias fasciatus"
"Salarias guttatus","Salarias guttatus"
"Salarias segmentatus","Salarias segmentatus"
"Salarias sinuosus","Salarias sinuosus"
"Salilota australis","Salilota australis"
"Salmo salar","Salmo salar"
"Salmo trutta","Salmo trutta"
"Saloptia powelli","Saloptia powelli"
"Salvelinus alpinus","Salvelinus alpinus"
"Salvelinus fontinalis","Salvelinus fontinalis"
"Salvelinus malma","Salvelinus malma"
"Samariscus triocellatus","Samariscus triocellatus"
"Sander lucioperca","Sander lucioperca"
"Sarda australis","Sarda australis"
"Sarda chiliensis","Sarda chiliensis"
"Sarda lineolata","Sarda lineolata"
"Sarda orientalis","Sarda orientalis"
"Sarda sarda","Sarda sarda"
"Sardina pilchardus","Sardina pilchardus"
"Sardinella albella","Sardinella albella"
"Sardinella aurita","Sardinella aurita"
"Sardinella brasiliensis","Sardinella brasiliensis"
"Sardinella fimbriata","Sardinella fimbriata"
"Sardinella gibbosa","Sardinella gibbosa"
"Sardinella lemuru","Sardinella lemuru"
"Sardinella longiceps","Sardinella longiceps"
"Sardinella maderensis","Sardinella maderensis"
"Sardinella sindensis","Sardinella sindensis"
"Sardinella zunasi","Sardinella zunasi"
"Sardinops sagax","Sardinops sagax"
"Sargocentron bullisi","Sargocentron bullisi"
"Sargocentron caudimaculatum","Sargocentron caudimaculatum"
"Sargocentron cornutum","Sargocentron cornutum"
"Sargocentron coruscum","Sargocentron coruscum"
"Sargocentron diadema","Sargocentron diadema"
"Sargocentron ensifer","Sargocentron ensifer"
"Sargocentron hormion","Sargocentron hormion"
"Sargocentron ittodai","Sargocentron ittodai"
"Sargocentron lepros","Sargocentron lepros"
"Sargocentron melanospilos","Sargocentron melanospilos"
"Sargocentron microstoma","Sargocentron microstoma"
"Sargocentron praslin","Sargocentron praslin"
"Sargocentron punctatissimum","Sargocentron punctatissimum"
"Sargocentron rubrum","Sargocentron rubrum"
"Sargocentron seychellense","Sargocentron seychellense"
"Sargocentron spiniferum","Sargocentron spiniferum"
"Sargocentron suborbitale","Sargocentron suborbitale"
"Sargocentron tiere","Sargocentron tiere"
"Sargocentron tiereoides","Sargocentron tiereoides"
"Sargocentron vexillarium","Sargocentron vexillarium"
"Sargocentron violaceum","Sargocentron violaceum"
"Sargocentron wilhelmi","Sargocentron wilhelmi"
"Sargocentron xantherythrum","Sargocentron xantherythrum"
"Sarotherodon galilaeus","Sarotherodon galilaeus"
"Sarpa salpa","Sarpa salpa"
"Saurida flamma","Saurida flamma"
"Saurida gracilis","Saurida gracilis"
"Saurida nebulosa","Saurida nebulosa"
"Saurida normani","Saurida normani"
"Saurida tumbil","Saurida tumbil"
"Saurida undosquamis","Saurida undosquamis"
"Scaevius milii","Scaevius milii"
"Scardinius erythrophthalmus","Scardinius erythrophthalmus"
"Scartella cristata","Scartella cristata"
"Scartichthys viridis","Scartichthys viridis"
"Scarus altipinnis","Scarus altipinnis"
"Scarus caudofasciatus","Scarus caudofasciatus"
"Scarus chameleon","Scarus chameleon"
"Scarus coelestinus","Scarus coelestinus"
"Scarus coeruleus","Scarus coeruleus"
"Scarus collana","Scarus collana"
"Scarus compressus","Scarus compressus"
"Scarus dimidiatus","Scarus dimidiatus"
"Scarus dubius","Scarus dubius"
"Scarus falcipinnis","Scarus falcipinnis"
"Scarus ferrugineus","Scarus ferrugineus"
"Scarus festivus","Scarus festivus"
"Scarus flavipectoralis","Scarus flavipectoralis"
"Scarus forsteni","Scarus forsteni"
"Scarus frenatus","Scarus frenatus"
"Scarus fuscocaudalis","Scarus fuscocaudalis"
"Scarus fuscopurpureus","Scarus fuscopurpureus"
"Scarus ghobban","Scarus ghobban"
"Scarus globiceps","Scarus globiceps"
"Scarus guacamaia","Scarus guacamaia"
"Scarus hypselopterus","Scarus hypselopterus"
"Scarus iseri","Scarus iseri"
"Scarus koputea","Scarus koputea"
"Scarus longipinnis","Scarus longipinnis"
"Scarus niger","Scarus niger"
"Scarus oviceps","Scarus oviceps"
"Scarus perrico","Scarus perrico"
"Scarus persicus","Scarus persicus"
"Scarus prasiognathos","Scarus prasiognathos"
"Scarus psittacus","Scarus psittacus"
"Scarus quoyi","Scarus quoyi"
"Scarus rivulatus","Scarus rivulatus"
"Scarus rubroviolaceus","Scarus rubroviolaceus"
"Scarus russelii","Scarus russelii"
"Scarus scaber","Scarus scaber"
"Scarus schlegeli","Scarus schlegeli"
"Scarus spinus","Scarus spinus"
"Scarus taeniopterus","Scarus taeniopterus"
"Scarus tricolor","Scarus tricolor"
"Scarus trispinosus","Scarus trispinosus"
"Scarus vetula","Scarus vetula"
"Scarus viridifucatus","Scarus viridifucatus"
"Scarus xanthopleura","Scarus xanthopleura"
"Scarus zelindae","Scarus zelindae"
"Scatophagus argus","Scatophagus argus"
"Schedophilus ovalis","Schedophilus ovalis"
"Schedophilus pemarco","Schedophilus pemarco"
"Schindleria praematura","Schindleria praematura"
"Schismorhynchus labialis","Schismorhynchus labialis"
"Schroederichthys bivius","Schroederichthys bivius"
"Schroederichthys chilensis","Schroederichthys chilensis"
"Schuettea scalaripinnis","Schuettea scalaripinnis"
"Schuettea woodwardi","Schuettea woodwardi"
"Schultzea beta","Schultzea beta"
"Sciades couma","Sciades couma"
"Sciades parkeri","Sciades parkeri"
"Sciades passany","Sciades passany"
"Sciades proops","Sciades proops"
"Sciaena umbra","Sciaena umbra"
"Sciaenops ocellatus","Sciaenops ocellatus"
"Scobinichthys granulatus","Scobinichthys granulatus"
"Scolecenchelys australis","Scolecenchelys australis"
"Scolecenchelys breviceps","Scolecenchelys breviceps"
"Scolecenchelys gymnota","Scolecenchelys gymnota"
"Scolecenchelys laticaudata","Scolecenchelys laticaudata"
"Scolecenchelys macroptera","Scolecenchelys macroptera"
"Scolopsis affinis","Scolopsis affinis"
"Scolopsis aurata","Scolopsis aurata"
"Scolopsis bilineata","Scolopsis bilineata"
"Scolopsis bimaculata","Scolopsis bimaculata"
"Scolopsis ciliata","Scolopsis ciliata"
"Scolopsis frenata","Scolopsis frenata"
"Scolopsis ghanam","Scolopsis ghanam"
"Scolopsis lineata","Scolopsis lineata"
"Scolopsis margaritifera","Scolopsis margaritifera"
"Scolopsis monogramma","Scolopsis monogramma"
"Scolopsis taeniata","Scolopsis taeniata"
"Scolopsis taenioptera","Scolopsis taenioptera"
"Scolopsis temporalis","Scolopsis temporalis"
"Scolopsis trilineata","Scolopsis trilineata"
"Scolopsis vosmeri","Scolopsis vosmeri"
"Scolopsis xenochrous","Scolopsis xenochrous"
"Scomber australasicus","Scomber australasicus"
"Scomber colias","Scomber colias"
"Scomber japonicus","Scomber japonicus"
"Scomber scombrus","Scomber scombrus"
"Scomberesox saurus","Scomberesox saurus"
"Scomberoides commersonnianus","Scomberoides commersonnianus"
"Scomberoides lysan","Scomberoides lysan"
"Scomberoides tala","Scomberoides tala"
"Scomberoides tol","Scomberoides tol"
"Scomberomorus brasiliensis","Scomberomorus brasiliensis"
"Scomberomorus cavalla","Scomberomorus cavalla"
"Scomberomorus commerson","Scomberomorus commerson"
"Scomberomorus guttatus","Scomberomorus guttatus"
"Scomberomorus koreanus","Scomberomorus koreanus"
"Scomberomorus lineolatus","Scomberomorus lineolatus"
"Scomberomorus maculatus","Scomberomorus maculatus"
"Scomberomorus niphonius","Scomberomorus niphonius"
"Scomberomorus queenslandicus","Scomberomorus queenslandicus"
"Scomberomorus regalis","Scomberomorus regalis"
"Scomberomorus semifasciatus","Scomberomorus semifasciatus"
"Scomberomorus sierra","Scomberomorus sierra"
"Scomberomorus tritor","Scomberomorus tritor"
"Scombrops boops","Scombrops boops"
"Scophthalmus aquosus","Scophthalmus aquosus"
"Scophthalmus maeoticus","Scophthalmus maeoticus"
"Scophthalmus maximus","Scophthalmus maximus"
"Scophthalmus rhombus","Scophthalmus rhombus"
"Scorpaena albifimbria","Scorpaena albifimbria"
"Scorpaena brasiliensis","Scorpaena brasiliensis"
"Scorpaena calcarata","Scorpaena calcarata"
"Scorpaena canariensis","Scorpaena canariensis"
"Scorpaena cardinalis","Scorpaena cardinalis"
"Scorpaena dispar","Scorpaena dispar"
"Scorpaena grandicornis","Scorpaena grandicornis"
"Scorpaena guttata","Scorpaena guttata"
"Scorpaena histrio","Scorpaena histrio"
"Scorpaena inermis","Scorpaena inermis"
"Scorpaena isthmensis","Scorpaena isthmensis"
"Scorpaena jacksoniensis","Scorpaena jacksoniensis"
"Scorpaena maderensis","Scorpaena maderensis"
"Scorpaena mystes","Scorpaena mystes"
"Scorpaena notata","Scorpaena notata"
"Scorpaena papillosa","Scorpaena papillosa"
"Scorpaena plumieri","Scorpaena plumieri"
"Scorpaena porcus","Scorpaena porcus"
"Scorpaena russula","Scorpaena russula"
"Scorpaena scrofa","Scorpaena scrofa"
"Scorpaena sumptuosa","Scorpaena sumptuosa"
"Scorpaenichthys marmoratus","Scorpaenichthys marmoratus"
"Scorpaenodes albaiensis","Scorpaenodes albaiensis"
"Scorpaenodes caribbaeus","Scorpaenodes caribbaeus"
"Scorpaenodes evides","Scorpaenodes evides"
"Scorpaenodes guamensis","Scorpaenodes guamensis"
"Scorpaenodes hirsutus","Scorpaenodes hirsutus"
"Scorpaenodes kelloggi","Scorpaenodes kelloggi"
"Scorpaenodes minor","Scorpaenodes minor"
"Scorpaenodes parvipinnis","Scorpaenodes parvipinnis"
"Scorpaenodes scaber","Scorpaenodes scaber"
"Scorpaenodes tredecimspinosus","Scorpaenodes tredecimspinosus"
"Scorpaenodes varipinnis","Scorpaenodes varipinnis"
"Scorpaenodes xyris","Scorpaenodes xyris"
"Scorpaenopsis cirrosa","Scorpaenopsis cirrosa"
"Scorpaenopsis diabolus","Scorpaenopsis diabolus"
"Scorpaenopsis gibbosa","Scorpaenopsis gibbosa"
"Scorpaenopsis macrochir","Scorpaenopsis macrochir"
"Scorpaenopsis neglecta","Scorpaenopsis neglecta"
"Scorpaenopsis oxycephala","Scorpaenopsis oxycephala"
"Scorpaenopsis papuensis","Scorpaenopsis papuensis"
"Scorpaenopsis possi","Scorpaenopsis possi"
"Scorpaenopsis venosa","Scorpaenopsis venosa"
"Scorpaenopsis vittapinna","Scorpaenopsis vittapinna"
"Scorpis aequipinnis","Scorpis aequipinnis"
"Scorpis georgiana","Scorpis georgiana"
"Scorpis lineolata","Scorpis lineolata"
"Scorpis violacea","Scorpis violacea"
"Scuticaria tigrina","Scuticaria tigrina"
"Scyliorhinus canicula","Scyliorhinus canicula"
"Scyliorhinus stellaris","Scyliorhinus stellaris"
"Sebastapistes cyanostigma","Sebastapistes cyanostigma"
"Sebastapistes fowleri","Sebastapistes fowleri"
"Sebastapistes mauritiana","Sebastapistes mauritiana"
"Sebastapistes strongia","Sebastapistes strongia"
"Sebastapistes tinkhami","Sebastapistes tinkhami"
"Sebastes alutus","Sebastes alutus"
"Sebastes atrovirens","Sebastes atrovirens"
"Sebastes auriculatus","Sebastes auriculatus"
"Sebastes capensis","Sebastes capensis"
"Sebastes carnatus","Sebastes carnatus"
"Sebastes caurinus","Sebastes caurinus"
"Sebastes chrysomelas","Sebastes chrysomelas"
"Sebastes constellatus","Sebastes constellatus"
"Sebastes crameri","Sebastes crameri"
"Sebastes diaconus","Sebastes diaconus"
"Sebastes emphaeus","Sebastes emphaeus"
"Sebastes entomelas","Sebastes entomelas"
"Sebastes fasciatus","Sebastes fasciatus"
"Sebastes flavidus","Sebastes flavidus"
"Sebastes goodei","Sebastes goodei"
"Sebastes hopkinsi","Sebastes hopkinsi"
"Sebastes inermis","Sebastes inermis"
"Sebastes maliger","Sebastes maliger"
"Sebastes melanops","Sebastes melanops"
"Sebastes mentella","Sebastes mentella"
"Sebastes miniatus","Sebastes miniatus"
"Sebastes mystinus","Sebastes mystinus"
"Sebastes nebulosus","Sebastes nebulosus"
"Sebastes norvegicus","Sebastes norvegicus"
"Sebastes oculatus","Sebastes oculatus"
"Sebastes paucispinis","Sebastes paucispinis"
"Sebastes pinniger","Sebastes pinniger"
"Sebastes rastrelliger","Sebastes rastrelliger"
"Sebastes rosaceus","Sebastes rosaceus"
"Sebastes ruberrimus","Sebastes ruberrimus"
"Sebastes schlegelii","Sebastes schlegelii"
"Sebastes serranoides","Sebastes serranoides"
"Sebastes serriceps","Sebastes serriceps"
"Sebastes viviparus","Sebastes viviparus"
"Sebastiscus albofasciatus","Sebastiscus albofasciatus"
"Sebastiscus marmoratus","Sebastiscus marmoratus"
"Sebastolobus alascanus","Sebastolobus alascanus"
"Sebastolobus macrochir","Sebastolobus macrochir"
"Selar boops","Selar boops"
"Selar crumenophthalmus","Selar crumenophthalmus"
"Selaroides leptolepis","Selaroides leptolepis"
"Selene brevoortii","Selene brevoortii"
"Selene dorsalis","Selene dorsalis"
"Selene setapinnis","Selene setapinnis"
"Selene vomer","Selene vomer"
"Semicossyphus darwini","Semicossyphus darwini"
"Semicossyphus pulcher","Semicossyphus pulcher"
"Seriola dumerili","Seriola dumerili"
"Seriola fasciata","Seriola fasciata"
"Seriola hippos","Seriola hippos"
"Seriola lalandi","Seriola lalandi"
"Seriola quinqueradiata","Seriola quinqueradiata"
"Seriola rivoliana","Seriola rivoliana"
"Seriola zonata","Seriola zonata"
"Seriolella brama","Seriolella brama"
"Seriolella caerulea","Seriolella caerulea"
"Seriolella porosa","Seriolella porosa"
"Seriolella punctata","Seriolella punctata"
"Seriolina nigrofasciata","Seriolina nigrofasciata"
"Serraniculus pumilio","Serraniculus pumilio"
"Serranocirrhitus latus","Serranocirrhitus latus"
"Serranus annularis","Serranus annularis"
"Serranus atricauda","Serranus atricauda"
"Serranus atrobranchus","Serranus atrobranchus"
"Serranus baldwini","Serranus baldwini"
"Serranus cabrilla","Serranus cabrilla"
"Serranus flaviventris","Serranus flaviventris"
"Serranus hepatus","Serranus hepatus"
"Serranus notospilus","Serranus notospilus"
"Serranus phoebe","Serranus phoebe"
"Serranus psittacinus","Serranus psittacinus"
"Serranus scriba","Serranus scriba"
"Serranus tabacarius","Serranus tabacarius"
"Serranus tico","Serranus tico"
"Serranus tigrinus","Serranus tigrinus"
"Serranus tortugarum","Serranus tortugarum"
"Setipinna taty","Setipinna taty"
"Sicamugil cascasia","Minimugil cascasia"
"Sicyopterus lagocephalus","Sicyopterus lagocephalus"
"Siganus argenteus","Siganus argenteus"
"Siganus canaliculatus","Siganus canaliculatus"
"Siganus corallinus","Siganus corallinus"
"Siganus doliatus","Siganus doliatus"
"Siganus fuscescens","Siganus fuscescens"
"Siganus guttatus","Siganus guttatus"
"Siganus javus","Siganus javus"
"Siganus lineatus","Siganus lineatus"
"Siganus luridus","Siganus luridus"
"Siganus magnificus","Siganus magnificus"
"Siganus niger","Siganus niger"
"Siganus puelloides","Siganus puelloides"
"Siganus puellus","Siganus puellus"
"Siganus punctatissimus","Siganus punctatissimus"
"Siganus punctatus","Siganus punctatus"
"Siganus randalli","Siganus randalli"
"Siganus rivulatus","Siganus rivulatus"
"Siganus spinus","Siganus spinus"
"Siganus stellatus","Siganus stellatus"
"Siganus sutor","Siganus sutor"
"Siganus trispilos","Siganus trispilos"
"Siganus unimaculatus","Siganus unimaculatus"
"Siganus uspi","Siganus uspi"
"Siganus vermiculatus","Siganus vermiculatus"
"Siganus virgatus","Siganus virgatus"
"Siganus vulpinus","Siganus vulpinus"
"Signigobius biocellatus","Signigobius biocellatus"
"Sillaginodes punctatus","Sillaginodes punctatus"
"Sillaginopsis panijus","Sillaginopsis panijus"
"Sillago ciliata","Sillago ciliata"
"Sillago schomburgkii","Sillago schomburgkii"
"Sillago sihama","Sillago sihama"
"Silurus glanis","Silurus glanis"
"Similiparma lurida","Similiparma lurida"
"Siphamia cephalotes","Siphamia cephalotes"
"Siphamia jebbi","Siphamia jebbi"
"Siphamia majimai","Siphamia majimai"
"Siphamia roseigaster","Siphamia roseigaster"
"Siphamia tubifer","Siphamia tubifer"
"Siphonognathus argyrophanes","Siphonognathus argyrophanes"
"Siphonognathus attenuatus","Siphonognathus attenuatus"
"Siphonognathus beddomei","Siphonognathus beddomei"
"Siphonognathus caninis","Siphonognathus caninis"
"Siphonognathus radiatus","Siphonognathus radiatus"
"Solea senegalensis","Solea senegalensis"
"Solea solea","Solea solea"
"Soleichthys heterorhinos","Soleichthys heterorhinos"
"Solenostomus cyanopterus","Solenostomus cyanopterus"
"Solenostomus paradoxus","Solenostomus paradoxus"
"Sorsogona prionota","Sorsogona prionota"
"Spaniblennius riodourensis","Spaniblennius riodourensis"
"Sparidentex hasta","Sparidentex hasta"
"Sparisoma amplum","Sparisoma amplum"
"Sparisoma atomarium","Sparisoma atomarium"
"Sparisoma aurofrenatum","Sparisoma aurofrenatum"
"Sparisoma axillare","Sparisoma axillare"
"Sparisoma chrysopterum","Sparisoma chrysopterum"
"Sparisoma cretense","Sparisoma cretense"
"Sparisoma frondosum","Sparisoma frondosum"
"Sparisoma radians","Sparisoma radians"
"Sparisoma rubripinne","Sparisoma rubripinne"
"Sparisoma viride","Sparisoma viride"
"Sparodon durbanensis","Sparodon durbanensis"
"Sparus aurata","Sparus aurata"
"Spectrunculus grandis","Spectrunculus grandis"
"Sphaeramia nematoptera","Sphaeramia nematoptera"
"Sphaeramia orbicularis","Sphaeramia orbicularis"
"Sphoeroides annulatus","Sphoeroides annulatus"
"Sphoeroides greeleyi","Sphoeroides greeleyi"
"Sphoeroides lobatus","Sphoeroides lobatus"
"Sphoeroides maculatus","Sphoeroides maculatus"
